SK_ID_CURR,AGE,CODE_GENDER,NAME_FAMILY_STATUS,AMT_INCOME_TOTAL,OCCUPATION_TYPE
152958,48,F,Separated,193500.0,Managers
152972,32,F,Married,126000.0,
152973,32,M,Single / not married,157500.0,Drivers
152996,57,M,Married,90000.0,High skill tech staff
152997,22,M,Married,270000.0,
153058,50,F,Separated,225000.0,Laborers
153059,52,M,Married,225000.0,Laborers
153087,49,F,Married,90000.0,Medicine staff
153091,43,M,Married,157500.0,Security staff
153101,22,M,Single / not married,141457.5,Core staff
153104,31,F,Separated,135000.0,Sales staff
153124,50,M,Civil marriage,135000.0,Drivers
153127,38,M,Married,180000.0,Laborers
153133,36,M,Married,315000.0,Managers
153148,55,F,Single / not married,148500.0,Cleaning staff
153152,27,F,Single / not married,103500.0,Sales staff
153164,40,F,Married,54000.0,
153176,60,M,Married,135000.0,Drivers
153178,53,M,Married,157500.0,Security staff
153181,35,F,Civil marriage,202500.0,
153182,50,F,Widow,112500.0,
153205,29,M,Single / not married,112500.0,Waiters/barmen staff
153213,54,F,Married,225000.0,Medicine staff
153217,58,F,Married,157500.0,Laborers
153225,25,M,Married,180000.0,Drivers
153237,22,F,Married,90000.0,Core staff
153246,55,F,Married,94500.0,Sales staff
153261,51,F,Married,101250.0,Core staff
153277,50,F,Separated,315000.0,Laborers
153294,41,M,Married,270000.0,Managers
153325,40,F,Married,157500.0,Cooking staff
153342,47,M,Married,270000.0,Drivers
153350,43,F,Single / not married,135000.0,Sales staff
153419,58,F,Single / not married,270000.0,Sales staff
153434,40,F,Separated,171900.0,
153438,30,F,Married,202500.0,Core staff
153484,23,F,Single / not married,144000.0,Laborers
153489,33,F,Married,216000.0,Accountants
153505,28,M,Married,247500.0,Drivers
153512,45,F,Married,157500.0,Managers
153517,24,F,Married,157500.0,Accountants
153536,46,F,Married,67500.0,Managers
153554,36,M,Married,315000.0,Drivers
153597,53,F,Married,112500.0,Laborers
153620,48,M,Married,162000.0,Security staff
153637,31,M,Civil marriage,157500.0,Laborers
153639,23,F,Married,67500.0,Laborers
153699,36,F,Separated,337500.0,Core staff
153703,37,M,Married,270000.0,Laborers
153707,41,F,Married,283500.0,Core staff
153711,29,M,Married,252000.0,Security staff
153746,55,F,Separated,175500.0,Cooking staff
153785,23,M,Married,135000.0,Laborers
153789,56,F,Married,202500.0,High skill tech staff
153801,37,F,Married,135000.0,Waiters/barmen staff
153807,28,F,Civil marriage,90000.0,Sales staff
153818,35,M,Civil marriage,270000.0,Managers
153828,35,F,Married,112500.0,Laborers
153838,37,M,Married,135000.0,
153849,30,M,Married,202500.0,Laborers
153853,23,M,Single / not married,101164.5,Core staff
153870,59,M,Married,94500.0,Security staff
153871,43,F,Civil marriage,225000.0,
153879,47,M,Married,315000.0,Drivers
153893,39,F,Married,112500.0,Sales staff
153895,29,F,Civil marriage,94500.0,Laborers
153917,54,M,Married,180000.0,
153919,40,M,Married,247500.0,Laborers
153936,41,F,Married,157500.0,Sales staff
153943,40,F,Married,112500.0,
153947,35,F,Married,180000.0,Core staff
153952,47,F,Single / not married,157500.0,Laborers
153958,36,M,Widow,180000.0,Laborers
153959,27,M,Married,243000.0,Core staff
153973,31,F,Civil marriage,202500.0,Medicine staff
153983,55,F,Single / not married,121500.0,Laborers
153987,45,F,Single / not married,450000.0,
154002,24,F,Single / not married,360000.0,
154012,34,F,Married,67500.0,
154026,28,M,Single / not married,180000.0,Laborers
154031,41,M,Married,202500.0,
154035,52,F,Married,157500.0,High skill tech staff
154040,47,M,Married,157500.0,Managers
154066,31,F,Married,112500.0,Core staff
154067,57,F,Single / not married,135000.0,
154074,32,F,Married,135000.0,High skill tech staff
154078,24,F,Single / not married,112500.0,Waiters/barmen staff
154092,34,M,Married,135000.0,Laborers
154094,40,F,Married,99000.0,Cooking staff
154097,25,M,Single / not married,157500.0,Laborers
154103,34,F,Single / not married,135000.0,Core staff
154156,45,M,Married,157500.0,Laborers
154160,46,M,Married,112500.0,Managers
154172,36,M,Married,117000.0,Laborers
154198,27,F,Married,90000.0,
154204,42,F,Married,405000.0,Core staff
154223,36,F,Married,112500.0,Realty agents
154225,49,F,Married,90000.0,Sales staff
154229,53,M,Married,135000.0,Drivers
154232,36,F,Single / not married,112500.0,Accountants
154239,24,M,Single / not married,135000.0,
154247,60,F,Married,126000.0,Laborers
154262,37,F,Married,90000.0,Sales staff
154289,36,M,Married,472500.0,
154301,43,F,Civil marriage,135000.0,Sales staff
154345,47,M,Married,135000.0,Laborers
154348,32,F,Married,126000.0,
154381,30,M,Single / not married,135000.0,Laborers
154404,25,F,Single / not married,202500.0,Sales staff
154411,32,M,Married,225000.0,Managers
154421,31,F,Civil marriage,90000.0,Sales staff
154437,40,F,Married,225000.0,Sales staff
154453,31,M,Civil marriage,234000.0,Drivers
154464,45,F,Single / not married,360000.0,High skill tech staff
154467,38,F,Married,90000.0,Sales staff
154469,37,F,Married,90000.0,Cooking staff
154474,44,F,Married,166500.0,
154476,27,F,Single / not married,67500.0,Cooking staff
154485,35,F,Separated,63000.0,Cleaning staff
154499,54,F,Married,67500.0,
154503,29,M,Married,180000.0,Laborers
154525,51,F,Married,67500.0,Security staff
154537,40,F,Married,202500.0,Core staff
154552,56,F,Civil marriage,112500.0,Cleaning staff
154560,31,M,Married,450000.0,Core staff
154561,54,M,Civil marriage,135000.0,Drivers
154570,37,M,Married,135000.0,
154593,37,F,Married,112500.0,Sales staff
154596,31,F,Married,126000.0,Medicine staff
154600,52,F,Single / not married,387000.0,Core staff
154608,32,M,Single / not married,135000.0,Laborers
154619,50,F,Separated,157500.0,
154628,60,F,Single / not married,216000.0,
154637,49,F,Separated,382500.0,Laborers
154638,62,F,Married,405000.0,
154685,34,F,Married,270000.0,Managers
154704,47,M,Married,675000.0,
154707,47,F,Widow,135000.0,Laborers
154737,28,F,Married,112500.0,Laborers
154738,40,M,Married,270000.0,Managers
154767,25,F,Married,292500.0,Sales staff
154813,55,M,Married,270000.0,Drivers
154820,25,F,Separated,90000.0,Laborers
154825,38,M,Separated,270000.0,Sales staff
154846,24,M,Single / not married,360000.0,Core staff
154900,47,M,Married,225000.0,High skill tech staff
154905,49,M,Married,171000.0,Laborers
154928,27,F,Civil marriage,90000.0,
154932,47,F,Married,157500.0,Cooking staff
154977,40,F,Married,62523.0,Core staff
154993,31,M,Married,292500.0,Drivers
155015,28,M,Single / not married,148500.0,Laborers
155016,45,F,Married,135000.0,Laborers
155037,47,F,Married,360000.0,High skill tech staff
155048,35,F,Married,99000.0,Medicine staff
155054,29,M,Single / not married,180000.0,High skill tech staff
155067,43,F,Married,450000.0,Managers
155072,29,M,Married,225000.0,Security staff
155080,35,M,Married,270000.0,Drivers
155102,50,F,Married,135000.0,Laborers
155103,51,F,Civil marriage,135000.0,Core staff
155125,52,F,Married,90000.0,Laborers
155127,51,F,Married,180000.0,Core staff
155129,35,M,Civil marriage,112500.0,Drivers
155130,32,F,Married,202500.0,Core staff
155198,44,F,Married,157500.0,High skill tech staff
155211,37,M,Married,180000.0,Laborers
155212,40,F,Separated,135000.0,High skill tech staff
155237,24,M,Single / not married,112500.0,Cooking staff
155252,27,F,Married,81000.0,Core staff
155256,49,F,Married,112500.0,Laborers
155263,43,F,Single / not married,315000.0,Managers
155280,39,M,Married,135000.0,Laborers
155286,56,M,Married,135000.0,Laborers
155295,47,M,Married,254700.0,Laborers
155305,38,F,Married,270000.0,Sales staff
155308,31,M,Married,450000.0,Managers
155321,63,F,Civil marriage,157500.0,Core staff
155325,34,F,Married,112500.0,Sales staff
155326,52,M,Married,360000.0,
155347,57,F,Widow,112500.0,Private service staff
155349,47,F,Single / not married,225000.0,Sales staff
155365,57,F,Single / not married,90000.0,
155375,23,M,Single / not married,202500.0,
155376,28,M,Single / not married,225000.0,Laborers
155391,46,M,Married,247500.0,Managers
155400,44,M,Married,135000.0,Laborers
155405,51,F,Married,112500.0,Core staff
155407,50,F,Married,495000.0,Managers
155412,52,M,Married,157500.0,Laborers
155429,34,F,Married,180000.0,Laborers
155447,29,F,Single / not married,90000.0,Laborers
155476,43,M,Civil marriage,180000.0,Core staff
155483,33,F,Married,135000.0,Core staff
155492,37,F,Married,180000.0,Sales staff
155493,33,F,Married,135000.0,Accountants
155494,31,M,Single / not married,135000.0,Security staff
155504,36,F,Married,99000.0,Medicine staff
155505,47,M,Married,270000.0,Drivers
155524,43,M,Separated,135000.0,Laborers
155525,31,F,Married,202500.0,Sales staff
155526,38,F,Civil marriage,225000.0,Laborers
155528,27,M,Married,144000.0,Drivers
155532,22,M,Single / not married,108000.0,Laborers
155537,46,F,Single / not married,180000.0,
155539,54,F,Separated,126000.0,Sales staff
155553,30,F,Married,126000.0,Sales staff
155556,48,F,Married,157500.0,
155574,44,F,Married,94500.0,Core staff
155599,38,F,Married,315000.0,Managers
155603,29,F,Married,135000.0,Cleaning staff
155615,31,F,Civil marriage,148500.0,
155625,37,M,Married,144000.0,
155656,29,M,Civil marriage,396000.0,Laborers
155663,29,M,Single / not married,126000.0,High skill tech staff
155673,43,F,Widow,99000.0,
155709,32,M,Married,326250.0,Managers
155712,45,F,Married,157500.0,Core staff
155713,32,F,Married,90000.0,Sales staff
155729,49,F,Married,337500.0,Cooking staff
155753,23,M,Single / not married,87750.0,Drivers
155758,27,F,Separated,126000.0,Accountants
155788,23,M,Single / not married,99000.0,Laborers
155791,24,F,Single / not married,112500.0,Core staff
155837,52,M,Widow,315000.0,
155849,36,F,Married,225000.0,Core staff
155853,56,M,Married,225000.0,
155859,28,M,Married,292500.0,IT staff
155871,58,M,Married,90000.0,Security staff
155890,57,F,Separated,130500.0,Core staff
155942,44,M,Married,270000.0,Drivers
155943,31,F,Married,171000.0,Core staff
155956,35,F,Married,180000.0,Managers
155985,45,F,Separated,90000.0,Cooking staff
155993,31,F,Civil marriage,135000.0,Core staff
156000,43,F,Civil marriage,252000.0,Sales staff
156002,29,M,Married,360000.0,
156065,43,F,Married,135000.0,Core staff
156067,44,F,Married,135000.0,Core staff
156075,64,F,Single / not married,117000.0,Medicine staff
156091,26,F,Single / not married,225000.0,
156105,45,M,Single / not married,81000.0,Laborers
156117,39,M,Married,135000.0,Managers
156137,43,F,Separated,180000.0,Accountants
156138,31,F,Married,121500.0,
156143,51,M,Married,180000.0,
156159,32,F,Married,135000.0,Sales staff
156171,38,M,Married,225000.0,Managers
156177,31,M,Single / not married,202500.0,Drivers
156185,37,M,Civil marriage,135000.0,Laborers
156196,32,M,Married,202500.0,Laborers
156199,59,M,Married,270000.0,Laborers
156222,32,F,Single / not married,112500.0,Sales staff
156254,40,F,Married,315000.0,High skill tech staff
156257,34,M,Married,135000.0,Laborers
156261,43,F,Married,67500.0,Sales staff
156295,32,M,Married,135000.0,Laborers
156303,23,F,Single / not married,144000.0,
156307,36,F,Separated,54000.0,Medicine staff
156311,41,M,Married,112500.0,Security staff
156323,29,F,Married,76500.0,Sales staff
156335,58,F,Widow,270000.0,Accountants
156361,41,F,Married,135000.0,Managers
156366,35,F,Married,135000.0,
156369,27,F,Single / not married,180000.0,Core staff
156388,29,F,Married,121500.0,Managers
156402,43,F,Married,157500.0,Managers
156413,29,F,Married,67500.0,Medicine staff
156415,38,F,Married,157500.0,Core staff
156418,38,M,Married,180000.0,Security staff
156422,60,F,Married,135000.0,High skill tech staff
156423,29,M,Married,135000.0,Laborers
156424,60,F,Married,225000.0,Accountants
156443,27,M,Civil marriage,112500.0,Laborers
156456,37,F,Married,135000.0,Core staff
156468,28,F,Single / not married,90000.0,High skill tech staff
156474,54,F,Married,135000.0,
156497,36,F,Married,90000.0,Cooking staff
156514,31,F,Single / not married,148500.0,Sales staff
156515,44,M,Single / not married,450000.0,Managers
156522,41,M,Married,157500.0,Drivers
156531,54,F,Single / not married,355500.0,Sales staff
156534,52,M,Married,225000.0,Laborers
156541,48,F,Married,67500.0,Medicine staff
156545,55,F,Separated,270000.0,Accountants
156588,52,M,Married,135000.0,Drivers
156592,31,F,Married,90000.0,Core staff
156593,38,F,Married,67500.0,Laborers
156611,39,F,Married,135000.0,Managers
156630,31,F,Single / not married,180000.0,Laborers
156633,54,M,Single / not married,234000.0,Managers
156637,39,F,Widow,256500.0,Core staff
156648,40,M,Civil marriage,247500.0,Drivers
156655,56,F,Married,67500.0,Laborers
156658,56,M,Civil marriage,360000.0,Drivers
156660,35,M,Married,360000.0,Drivers
156668,51,F,Married,450000.0,Core staff
156680,28,F,Separated,90000.0,Core staff
156684,38,F,Married,171000.0,Sales staff
156685,60,M,Married,360000.0,
156689,44,F,Married,157500.0,Laborers
156700,24,F,Civil marriage,135000.0,Sales staff
156705,31,M,Married,135000.0,Laborers
156727,38,F,Married,180000.0,Sales staff
156746,29,F,Married,202500.0,Laborers
156762,48,M,Married,202500.0,Security staff
156785,23,F,Single / not married,202500.0,
156795,42,F,Married,315000.0,Managers
156798,36,F,Married,135000.0,
156800,25,F,Married,202500.0,Accountants
156802,48,F,Separated,180000.0,Managers
156818,22,M,Single / not married,225000.0,Laborers
156829,28,F,Married,117000.0,
156833,57,F,Married,135000.0,Cooking staff
156835,36,F,Civil marriage,121500.0,Private service staff
156838,28,M,Civil marriage,247500.0,Drivers
156849,29,F,Married,90000.0,Sales staff
156855,54,F,Married,157500.0,Core staff
156856,43,F,Married,450000.0,Managers
156871,26,M,Single / not married,315000.0,
156882,39,M,Married,202500.0,
156883,33,F,Married,112500.0,Managers
156895,27,F,Civil marriage,135000.0,
156898,50,F,Married,157500.0,High skill tech staff
156913,27,M,Single / not married,76500.0,Drivers
156915,42,M,Separated,450000.0,Managers
156916,51,F,Separated,112500.0,Security staff
156923,34,F,Married,112500.0,Managers
156945,31,F,Married,157500.0,Sales staff
156956,27,M,Married,135000.0,Drivers
156960,35,M,Married,301500.0,IT staff
156962,56,F,Married,247500.0,Sales staff
156964,35,F,Married,180000.0,Laborers
156966,49,F,Married,90000.0,Sales staff
156976,24,M,Single / not married,157500.0,Accountants
157006,47,F,Married,108000.0,
157024,62,M,Widow,180000.0,Core staff
157041,40,F,Married,202500.0,Laborers
157042,22,M,Civil marriage,180000.0,
157075,29,M,Married,157500.0,Sales staff
157082,46,F,Single / not married,270000.0,High skill tech staff
157119,38,F,Married,112500.0,
157165,48,F,Single / not married,157500.0,Sales staff
157171,42,F,Widow,180000.0,Accountants
157183,52,M,Married,193500.0,Security staff
157184,47,F,Single / not married,202500.0,Cooking staff
157200,48,M,Married,360000.0,Drivers
157225,56,M,Married,126000.0,Security staff
157226,32,F,Married,90000.0,Cooking staff
157229,28,M,Civil marriage,135000.0,Laborers
157240,34,F,Married,225000.0,Core staff
157245,33,M,Married,900000.0,
157251,33,F,Married,112500.0,Accountants
157277,43,M,Married,90000.0,Laborers
157286,47,F,Married,180000.0,Laborers
157288,36,F,Married,112500.0,Laborers
157305,26,F,Married,103500.0,Core staff
157318,51,F,Single / not married,247500.0,Sales staff
157351,37,F,Married,99000.0,Sales staff
157367,30,M,Married,157500.0,Sales staff
157380,43,M,Married,90000.0,IT staff
157388,48,F,Married,292500.0,Sales staff
157394,32,F,Married,180000.0,Core staff
157420,27,F,Separated,112500.0,Laborers
157423,32,F,Married,225000.0,Laborers
157430,46,F,Married,130500.0,Accountants
157440,32,M,Married,283500.0,Managers
157454,49,M,Married,270000.0,Laborers
157459,35,M,Married,270000.0,Security staff
157463,57,F,Widow,117000.0,Laborers
157470,41,F,Separated,135000.0,
157476,43,F,Separated,540000.0,Managers
157481,32,M,Married,202500.0,Drivers
157485,26,M,Single / not married,175500.0,Laborers
157488,36,F,Married,45000.0,Medicine staff
157491,35,M,Single / not married,112500.0,Laborers
157525,23,M,Single / not married,112500.0,Cooking staff
157555,53,F,Civil marriage,126000.0,
157568,36,M,Married,135000.0,Drivers
157570,53,M,Married,157500.0,Laborers
157588,28,F,Married,135000.0,
157600,45,M,Married,180000.0,Laborers
157606,39,M,Married,225000.0,Laborers
157631,46,F,Married,180000.0,Laborers
157666,49,F,Married,135000.0,Accountants
157680,27,M,Married,207000.0,Laborers
157685,50,F,Married,67500.0,
157702,48,F,Married,112500.0,
157728,53,M,Single / not married,315000.0,Laborers
157739,24,F,Single / not married,103500.0,Sales staff
157744,40,M,Married,180000.0,Laborers
157780,39,M,Married,144000.0,Drivers
157791,51,M,Married,315000.0,Laborers
157793,43,F,Single / not married,67500.0,Sales staff
157815,28,M,Single / not married,157500.0,Laborers
157818,40,M,Married,180000.0,Drivers
157820,37,M,Married,103500.0,Drivers
157824,46,F,Married,67500.0,Medicine staff
157829,34,F,Single / not married,225000.0,Core staff
157831,53,F,Widow,135000.0,Laborers
157832,32,F,Married,157500.0,
157835,36,F,Civil marriage,157500.0,Sales staff
157858,44,F,Married,126000.0,Accountants
157868,27,F,Single / not married,135000.0,
157900,59,F,Single / not married,450000.0,Core staff
157929,47,F,Single / not married,180000.0,
157939,53,F,Married,81000.0,
157941,39,F,Separated,180000.0,Core staff
157961,40,M,Married,135000.0,
157988,43,M,Married,270000.0,Drivers
158016,54,F,Married,36000.0,Medicine staff
158025,32,M,Married,135000.0,Laborers
158026,29,F,Civil marriage,157500.0,
158039,41,F,Separated,157500.0,Cooking staff
158045,45,F,Married,157500.0,Managers
158047,60,M,Married,450000.0,Managers
158048,29,F,Separated,67500.0,
158067,28,F,Married,112500.0,Core staff
158068,30,F,Married,108000.0,Sales staff
158087,25,F,Married,121500.0,Core staff
158116,50,M,Married,270000.0,High skill tech staff
158117,31,F,Married,157500.0,Sales staff
158126,55,M,Married,247500.0,Laborers
158143,42,F,Married,135000.0,Secretaries
158147,41,M,Civil marriage,315000.0,Laborers
158154,54,F,Married,126000.0,Sales staff
158159,29,F,Married,157500.0,Core staff
158162,27,F,Married,225000.0,Laborers
158171,48,F,Married,180000.0,
158173,29,M,Married,76500.0,
158189,41,M,Single / not married,83250.0,Laborers
158191,55,M,Married,99000.0,Security staff
158198,29,M,Married,180000.0,Managers
158200,29,F,Civil marriage,112500.0,Accountants
158204,31,F,Single / not married,207000.0,Core staff
158212,30,F,Civil marriage,180000.0,Managers
158229,43,F,Separated,180000.0,Cleaning staff
158237,46,F,Married,175500.0,Laborers
158246,40,F,Married,225000.0,
158257,44,M,Married,225000.0,Laborers
158268,37,F,Married,90000.0,Laborers
158272,42,M,Civil marriage,67500.0,Laborers
158274,27,F,Married,270000.0,Core staff
158275,27,M,Single / not married,121500.0,Laborers
158310,30,M,Married,135000.0,Drivers
158318,54,F,Married,166500.0,Sales staff
158323,59,F,Widow,117000.0,Cleaning staff
158325,37,F,Married,202500.0,Managers
158327,45,M,Married,90000.0,Drivers
158328,28,F,Separated,135000.0,Medicine staff
158337,47,M,Married,135000.0,Drivers
158391,22,F,Single / not married,112500.0,Laborers
158392,42,F,Married,202500.0,Sales staff
158423,41,F,Civil marriage,157500.0,Core staff
158439,29,F,Civil marriage,189000.0,High skill tech staff
158457,41,F,Single / not married,135000.0,Core staff
158465,51,M,Separated,112500.0,Laborers
158474,35,F,Married,130500.0,Laborers
158478,54,F,Widow,112500.0,Accountants
158484,55,F,Married,54000.0,Laborers
158492,33,F,Married,135000.0,Laborers
158538,29,F,Single / not married,112500.0,Core staff
158542,28,M,Married,202500.0,Managers
158565,31,F,Single / not married,180000.0,Accountants
158567,24,M,Civil marriage,90000.0,Security staff
158589,28,F,Married,157500.0,Accountants
158596,39,M,Married,112500.0,
158601,39,F,Married,90000.0,Core staff
158639,36,M,Married,270000.0,Laborers
158645,28,F,Single / not married,112500.0,Core staff
158668,46,M,Married,148500.0,Laborers
158679,42,M,Separated,162000.0,Laborers
158689,38,F,Married,135000.0,Core staff
158721,51,F,Widow,202500.0,
158727,42,F,Widow,112500.0,Cooking staff
158732,28,F,Married,112500.0,
158742,37,F,Single / not married,135000.0,Medicine staff
158758,53,F,Widow,126000.0,Core staff
158760,27,F,Married,90000.0,Laborers
158771,35,M,Married,180000.0,Drivers
158776,39,F,Married,112500.0,Sales staff
158797,45,M,Married,90000.0,Drivers
158810,29,F,Single / not married,180000.0,Accountants
158816,53,F,Married,180000.0,High skill tech staff
158817,50,F,Single / not married,82350.0,Laborers
158832,22,F,Married,103500.0,Core staff
158833,51,F,Married,90000.0,High skill tech staff
158835,49,F,Married,157500.0,Accountants
158836,46,M,Married,495000.0,Managers
158867,44,M,Separated,270000.0,Managers
158880,38,F,Married,292500.0,Core staff
158890,51,F,Single / not married,112500.0,Core staff
158914,41,M,Civil marriage,180000.0,Security staff
158928,37,F,Married,315000.0,Laborers
158968,37,F,Civil marriage,81000.0,Cooking staff
158972,31,F,Single / not married,306000.0,Sales staff
158980,36,M,Married,175500.0,Laborers
158983,42,F,Civil marriage,74250.0,Laborers
158999,49,F,Civil marriage,180000.0,Sales staff
159009,47,F,Married,135000.0,Core staff
159010,44,M,Married,675000.0,
159021,37,F,Civil marriage,261000.0,Core staff
159033,39,F,Married,67500.0,Laborers
159043,22,F,Married,135000.0,Sales staff
159062,24,M,Single / not married,198000.0,
159064,37,M,Married,306000.0,Core staff
159072,51,M,Married,202500.0,Security staff
159092,35,F,Civil marriage,301500.0,
159102,34,F,Civil marriage,225000.0,Sales staff
159104,35,F,Married,81000.0,Medicine staff
159153,43,M,Married,247500.0,Laborers
159154,34,M,Married,247500.0,Laborers
159159,55,M,Married,225000.0,Drivers
159180,30,M,Single / not married,315000.0,Core staff
159181,29,M,Married,135000.0,Laborers
159202,45,F,Married,247500.0,Laborers
159205,29,F,Civil marriage,247500.0,Managers
159246,38,F,Separated,112500.0,Accountants
159247,33,F,Married,157500.0,Core staff
159254,46,F,Married,180000.0,Sales staff
159259,52,F,Married,202500.0,
159260,43,M,Married,337500.0,
159288,26,F,Married,49500.0,
159299,51,F,Married,99000.0,High skill tech staff
159304,46,F,Married,90000.0,High skill tech staff
159308,29,F,Married,225000.0,Accountants
159339,38,M,Married,157500.0,Drivers
159348,32,F,Married,171000.0,High skill tech staff
159349,39,M,Married,315000.0,Laborers
159406,54,F,Married,108000.0,
159408,37,F,Married,58500.0,High skill tech staff
159416,61,M,Married,180000.0,Drivers
159418,31,F,Married,135000.0,Sales staff
159419,61,F,Separated,135000.0,Security staff
159429,26,M,Married,135000.0,Sales staff
159434,38,M,Married,180000.0,Laborers
159442,48,F,Married,157500.0,Managers
159482,35,F,Married,157500.0,Core staff
159488,39,M,Married,202500.0,Laborers
159514,50,F,Single / not married,94500.0,
159553,32,M,Single / not married,135000.0,
159560,35,F,Married,67500.0,Laborers
159582,50,F,Married,157500.0,Sales staff
159600,32,F,Single / not married,135000.0,
159601,30,F,Single / not married,135000.0,Sales staff
159609,32,M,Married,67500.0,Medicine staff
159625,41,M,Married,225000.0,Laborers
159636,58,F,Married,135000.0,Sales staff
159638,45,M,Married,72000.0,Drivers
159641,28,F,Married,135000.0,High skill tech staff
159648,33,M,Married,225000.0,Laborers
159649,59,F,Single / not married,112500.0,
159676,29,F,Single / not married,90000.0,
159679,44,M,Married,360000.0,Laborers
159686,28,F,Civil marriage,135000.0,Medicine staff
159692,48,F,Married,121500.0,Core staff
159704,48,F,Married,204750.0,Sales staff
159745,30,M,Single / not married,112500.0,Secretaries
159757,37,M,Married,225000.0,Core staff
159785,28,F,Married,144000.0,
159803,56,F,Civil marriage,171000.0,
159814,43,M,Married,180000.0,Laborers
159846,33,F,Married,90000.0,Medicine staff
159870,54,F,Married,135000.0,Medicine staff
159873,37,F,Married,180000.0,Laborers
159889,37,M,Married,202500.0,Core staff
159893,43,F,Civil marriage,225000.0,Accountants
159911,45,F,Married,112500.0,Core staff
159924,43,M,Married,135000.0,Laborers
159928,57,F,Married,157500.0,Core staff
159935,32,F,Single / not married,144000.0,Laborers
159940,41,M,Married,157500.0,Drivers
159969,38,M,Married,180000.0,Laborers
160004,36,M,Married,112500.0,Sales staff
160007,31,M,Single / not married,135000.0,Sales staff
160010,40,M,Married,225000.0,Laborers
160014,32,F,Civil marriage,202500.0,High skill tech staff
160029,32,F,Separated,126000.0,Sales staff
160064,40,F,Civil marriage,67500.0,Sales staff
160082,48,M,Married,112500.0,Laborers
160085,30,M,Married,85500.0,Core staff
160099,30,M,Married,279000.0,Core staff
160140,55,M,Married,337500.0,Laborers
160144,43,M,Married,382500.0,Managers
160149,43,F,Married,135000.0,
160155,33,F,Civil marriage,90000.0,Core staff
160156,45,F,Married,112500.0,Core staff
160165,50,F,Married,180000.0,Managers
160166,34,F,Married,90000.0,Cooking staff
160170,22,M,Single / not married,56209.5,Sales staff
160184,39,M,Married,135000.0,Laborers
160207,50,M,Married,337500.0,Secretaries
160210,55,M,Married,225000.0,Managers
160227,22,F,Widow,180000.0,Laborers
160245,50,F,Separated,180000.0,High skill tech staff
160247,59,M,Married,135000.0,Laborers
160254,26,M,Married,157500.0,Laborers
160257,51,M,Married,112500.0,Drivers
160266,44,M,Married,157500.0,
160270,30,F,Married,270000.0,Managers
160277,31,M,Married,135000.0,Core staff
160292,46,F,Married,202500.0,
160315,54,M,Married,45000.0,Security staff
160329,42,F,Married,90000.0,Sales staff
160350,56,F,Married,157500.0,Cooking staff
160369,37,F,Married,157500.0,Laborers
160373,45,M,Married,202500.0,
160378,31,M,Married,135000.0,
160389,31,F,Married,90000.0,
160390,41,F,Married,157500.0,Cooking staff
160407,33,F,Single / not married,180000.0,Accountants
160408,47,F,Civil marriage,342000.0,High skill tech staff
160420,56,F,Civil marriage,67500.0,Laborers
160453,62,F,Civil marriage,225000.0,High skill tech staff
160461,45,M,Married,247500.0,Drivers
160476,39,M,Married,112500.0,
160483,54,F,Married,135000.0,Laborers
160488,28,F,Married,76500.0,Sales staff
160537,53,F,Single / not married,135000.0,
160540,38,F,Married,247500.0,Core staff
160548,53,F,Separated,112500.0,Laborers
160557,39,M,Married,301500.0,High skill tech staff
160565,39,M,Married,315000.0,Laborers
160576,44,F,Married,180000.0,Managers
160585,36,F,Married,202500.0,Medicine staff
160588,34,F,Married,180000.0,
160616,33,M,Married,157500.0,Drivers
160627,30,F,Single / not married,202500.0,Sales staff
160641,41,F,Separated,202500.0,Secretaries
160649,34,F,Married,112500.0,Medicine staff
160658,52,M,Married,225000.0,Laborers
160702,24,F,Married,81000.0,Waiters/barmen staff
160709,30,F,Married,148500.0,Accountants
160721,30,F,Married,90000.0,Laborers
160722,58,M,Married,135000.0,Security staff
160723,32,M,Married,270000.0,Laborers
160730,38,F,Married,157500.0,Core staff
160743,29,M,Married,135000.0,Drivers
160746,43,F,Separated,112500.0,Laborers
160755,40,F,Married,225000.0,High skill tech staff
160784,57,F,Single / not married,135000.0,Medicine staff
160787,44,F,Married,135000.0,Sales staff
160810,41,F,Married,166500.0,Laborers
160817,27,M,Married,135000.0,Drivers
160848,26,F,Single / not married,90000.0,Medicine staff
160849,43,F,Married,256500.0,Laborers
160857,23,M,Single / not married,135000.0,Sales staff
160859,47,F,Separated,67500.0,
160870,56,M,Married,76500.0,Security staff
160885,38,M,Separated,202500.0,Laborers
160893,44,F,Married,202500.0,Sales staff
160894,22,M,Single / not married,157500.0,Laborers
160899,38,F,Married,180000.0,Sales staff
160902,60,M,Married,360000.0,Managers
160903,41,F,Married,189000.0,Laborers
160912,27,F,Single / not married,144000.0,Laborers
160922,28,F,Married,90000.0,Core staff
160938,47,M,Married,360000.0,Managers
160950,28,M,Married,225000.0,Laborers
160967,48,F,Single / not married,180000.0,Sales staff
160968,37,M,Married,225000.0,Laborers
160971,25,F,Single / not married,112500.0,
160980,44,F,Widow,225000.0,Laborers
160984,54,F,Married,45000.0,
161020,42,F,Married,175500.0,Laborers
161022,44,M,Married,67500.0,Drivers
161029,50,F,Married,288000.0,Core staff
161034,33,M,Married,225000.0,Core staff
161040,25,M,Married,117000.0,Laborers
161044,44,F,Married,202500.0,Core staff
161049,28,F,Civil marriage,112500.0,Laborers
